id,name,equipment_type,manufacturer,safety_surface_type,ada_accessible,street_number,street,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1780722587,Able Long Playground,Play Area 2 to 5,Little Tykes,Pour in Place,f,211,Coast Ave,Beechview,4,19,42003192000,5,19,6,4-28,40.4083811,-80.02851994
702514290,North Ave. Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,377,W North Ave,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45452573,-80.01018758
1267038491,Vietnam Veteran's Playground,Slide,Little Tykes,SofSurfaces,f,108,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43418465,-79.9443233
14898932,Schenley Overlook Playground,Swing 2 Bays,Little Tykes,SofSurfaces,t,,Overlook Dr,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43212985,-79.94777445
204832406,Schenley Overlook Playground,Slide,Little Tykes,SofSurfaces,f,,Overlook Dr,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43221498,-79.9478172
788191865,Chartiers Playground,Swing 2 Bays,Little Tykes,SofSurfaces,f,1550,Summerdale St,Windgap,2,28,42003563000,5,28,6,1-16,40.45681173,-80.07513098
1387089430,Chartiers Playground,Swing 2 Bays,Little Tykes,SofSurfaces,t,3783,Chartiers Ave,Windgap,2,28,42003563000,5,28,6,1-16,40.45721835,-80.07507026
1838217886,Chartiers Playground,Play Area 2 to 5,Little Tykes,SofSurfaces,f,3789,Chartiers Ave,Windgap,2,28,42003563000,5,28,6,1-16,40.45732948,-80.07514536
1315630398,Chartiers Playground,Play Area 5 to 12,Little Tykes,SofSurfaces,f,1544,Summerdale St,Windgap,2,28,42003563000,5,28,6,1-16,40.45668138,-80.07501933
1603952265,Chartiers Playground,Whirl,,SofSurfaces,f,1548,Summerdale St,Windgap,2,28,42003563000,5,28,6,1-16,40.45697029,-80.0751105
1811257536,Cross and Strauss Playground,Swing 2 Bays,Little Tykes,Pour in Place,t,,Cross St,Perry South,6,26,42003261400,1,26,1,1-12,40.465189,-80.0201731
59873822,Cross and Strauss Playground,Play Area 5 to 12,Little Tykes,Pour in Place,f,,Cross St,Perry South,6,26,42003261400,1,26,1,1-12,40.46519648,-80.02001257
222814256,North Ave. Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,357,W North Ave,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45455617,-80.01010838
171493185,Cross and Strauss Playground,Whirl,Gametime,Pour in Place,f,,Cross St,Perry South,6,26,42003261400,1,26,1,1-12,40.46508586,-80.02008678
991425686,Dunbar Playground,Swing 2 Bays,Playworld,Pour in Place,f,1201,Clairhaven St,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43940856,-80.05199613
490747758,Dunbar Playground,Swing 2 Bays,Playworld,Pour in Place,t,1201,Clairhaven St,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43932108,-80.05189396
993315166,Dunbar Playground,Play Area 5 to 12,Playworld,Pour in Place,f,1205,Clairhaven St,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43934706,-80.0520844
396180717,Dunbar Playground,Whirl,Gametime,Pour in Place,f,1205,Clairhaven St,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.43927694,-80.05202003
595152426,Fineview Playground,Swing 2 Bays,Playworld,Greenpark Breakfall,t,,Fineview Ave,Fineview,1,25,42003250900,1,25,1,1-10,40.46171282,-80.00362089
667031628,Fineview Playground,Play Area 2 to 5,Playworld,Greenpark Breakfall,f,63,Edenvale St,Fineview,1,25,42003250900,1,25,1,1-10,40.46194453,-80.0036026
29701547,Fineview Playground,Play Area 5 to 12,Playworld,Greenpark Breakfall,f,,Fineview Ave,Fineview,1,25,42003250900,1,25,1,1-10,40.46177399,-80.0035719
1301583498,Fineview Playground,Whirl,Gametime,Greenpark Breakfall,f,63,Edenvale St,Fineview,1,25,42003250900,1,25,1,1-10,40.46189553,-80.00356468
1887342105,Kennard Playground,Swing 3 Bays,Miracle,SofSurfaces,t,2272,Reed St,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44360891,-79.97392123
1641690354,North Ave. Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,377,W North Ave,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45455035,-80.01032719
183493377,Kennard Playground,Play Area 5 to 12,Little Tykes,SofSurfaces,f,,Old Kirkpatrick St,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44354648,-79.97407412
1585749916,Kennard Playground,Whirl,Gametime,SofSurfaces,f,,Old Kirkpatrick St,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44339313,-79.97397756
1022979936,Kennard Playground,Spring Toy - Fire Truck,Playworld,SofSurfaces,f,,Old Kirkpatrick St,Terrace Village,6,5,42003051000,3,5,2,2-10,40.44344695,-79.97399951
327771001,Lewis Playground,Swing 4 Bays,Playworld,SofSurfaces,t,,Chatsworth Ave,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41292816,-79.94462084
2122201066,Lewis Playground,Play Area 2 to 12,Little Tykes,SofSurfaces,f,,Chatsworth Ave,Hazelwood,5,15,42003562900,3,15,4,2-13,40.4127829,-79.94461548
895893285,Lewis Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,,Chatsworth Ave,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41281941,-79.94455379
1037953285,Lewis Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,,Chatsworth Ave,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41284047,-79.94474422
1897830582,Lewis Playground,Whirl,Gametime,SofSurfaces,f,112,Berwick St,Hazelwood,5,15,42003562900,3,15,4,2-13,40.4128974,-79.94479519
76479062,Lincoln Place Playground,Swing 2 Bays,Playworld,Pour in Place,f,,Cox Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.36979088,-79.91747146
305630332,Lincoln Place Playground,Swing 2 Bays,Playworld,Pour in Place,f,5375,Cox Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37012632,-79.91741781
271557890,North Ave. Playground,Wall Climber,Playworld,SofSurfaces,f,377,W North Ave,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45452597,-80.01030892
1166638390,Lincoln Place Playground,Play Area 2 to 5,Playworld,Pour in Place,f,5375,Cox Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37005658,-79.91747951
1506352044,Lincoln Place Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,Cox Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.36980274,-79.91738563
2010586170,Lincoln Place Playground,Whirl,Gametime,Pour in Place,f,5375,Cox Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37002022,-79.91737758
667249368,McGonigle Playground,Swing 3 Bays,Little Tykes,Pour in Place,t,3641,Allendale Cir,Sheraden,2,20,42003562500,5,20,6,1-16,40.46005408,-80.06511927
1212623462,McGonigle Playground,Play Area 2 to 5,Little Tykes,Pour in Place,f,3633,Allendale Cir,Sheraden,2,20,42003562500,5,20,6,1-16,40.45992915,-80.06510049
575530050,McGonigle Playground,Play Area 5 to 12,Little Tykes,Pour in Place,f,3607,Allendale Cir,Sheraden,2,20,42003562500,5,20,6,1-16,40.45943298,-80.06517559
1591240909,McGonigle Playground,Whirl,Gametime,SofSurfaces,f,3607,Allendale Cir,Sheraden,2,20,42003562500,5,20,6,1-16,40.4595869,-80.06506026
1965824610,Moore Playground,Swing 4 Bays,Little Tykes,SofSurfaces,f,1807,Pioneer Ave,Brookline,4,19,42003191700,5,19,6,4-26,40.40537031,-80.01431347
31441624,Moore Playground,Play Area 5 to 12,Little Tykes,SofSurfaces,f,1811,Pioneer Ave,Brookline,4,19,42003191700,5,19,6,4-26,40.40526905,-80.01439662
1993200878,Moore Playground,Whirl,Gametime,SofSurfaces,f,1807,Pioneer Ave,Brookline,4,19,42003191700,5,19,6,4-26,40.40534713,-80.01416593
1051189585,North Ave. Playground,Stepping Pod - 5,,SofSurfaces,f,373,W North Ave,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45455378,-80.01027744
1688713772,Mutual Playground,Swing 2 Bays,Playworld,Pour in Place,f,,Mutual St,Sheraden,2,20,42003202200,5,20,6,1-16,40.4520859,-80.06409588
1057671825,Mutual Playground,Play Area 2 to 5,Playworld,Pour in Place,f,,Mutual St,Sheraden,2,20,42003202200,5,20,6,1-16,40.4521694,-80.06399347
226803667,Mutual Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,Mutual St,Sheraden,2,20,42003202200,5,20,6,1-16,40.45222878,-80.06406662
441006702,Mutual Playground,Whirl,Gametime,Pour in Place,f,,Mutual St,Sheraden,2,20,42003202200,5,20,6,1-16,40.45221297,-80.063946
180947506,Oakwood Playground,Swing 3 Bays,Park Structures,SofSurfaces,t,1,Tarner St,Oakwood,2,28,42003562800,5,28,6,1-19,40.4262338,-80.06689598
381430928,Oakwood Playground,Play Area 2 to 5,Park Structures,SofSurfaces,f,,Celtic Way,Oakwood,2,28,42003562800,5,28,6,1-19,40.42611732,-80.06685349
1716504862,Oakwood Playground,Play Area 5 to 12,Park Structures,SofSurfaces,f,,Celtic Way,Oakwood,2,28,42003562800,5,28,6,1-19,40.42597117,-80.06683372
518314339,Oakwood Playground,Whirl,Gametime,SofSurfaces,f,,Celtic Way,Oakwood,2,28,42003562800,5,28,6,1-19,40.426078,-80.06680422
70543814,Roland Lockridge Playground,Swing 2 Bays,Playworld,Pour in Place,t,,Revenue St,New Homestead,5,31,42003310300,3,31,4,4-20,40.39404547,-79.92075656
452553055,Roland Lockridge Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,Revenue St,New Homestead,5,31,42003310300,3,31,4,4-20,40.39390129,-79.92081289
326815427,Sue Murray Playground,Swing 2 Bays,Playworld,SofSurfaces,f,413,Cedar Ave,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45162795,-80.00150071
1196821176,Roland Lockridge Playground,Whirl,Gametime,Pour in Place,f,,Revenue St,New Homestead,5,31,42003310300,3,31,4,4-20,40.39401339,-79.92088262
1029645849,Roland Lockridge Playground,Spring Toy - Butterfly,Playworld,Pour in Place,f,,Revenue St,New Homestead,5,31,42003310300,3,31,4,4-20,40.39395798,-79.92080084
88029867,Roland Lockridge Playground,Spring Toy - Butterfly,Playworld,Pour in Place,f,,Revenue St,New Homestead,5,31,42003310300,3,31,4,4-20,40.3939329,-79.92076426
1235304045,Sheraden Lower Playground,Swing 3 Bays,Landscape Structures,Pour in Place,t,3285,Surban St,Sheraden,2,20,42003562500,5,20,6,1-16,40.45879924,-80.06005977
448161128,Sheraden Lower Playground,Play Area 5 to 12,Landscape Structures,Pour in Place,f,3283,Surban St,Sheraden,2,20,42003562500,5,20,6,1-16,40.45867357,-80.05994175
463423917,Sheraden Lower Playground,Whirl,Gametime,Pour in Place,f,3285,Surban St,Sheraden,2,20,42003562500,5,20,6,1-16,40.45876626,-80.06013755
1253237632,Southside Playground,Swing 3 Bays,Gametime,Pour in Place,t,1633,St Patrick St,South Side Slopes,3,17,42003170600,3,17,3,4-22,40.42047668,-79.98167507
2130272668,Southside Playground,Play Area 2 to 5,Gametime,Pour in Place,f,1633,St Patrick St,South Side Slopes,3,17,42003170600,3,17,3,4-22,40.42052406,-79.98163745
343753654,Southside Playground,Play Area 5 to 12,Gametime,Pour in Place,f,2359,S 18th St,South Side Slopes,3,17,42003170600,3,17,3,4-22,40.42068104,-79.98166159
2141070879,Southside Playground,Whirl,Gametime,Pour in Place,f,1629,St Patrick St,South Side Slopes,3,17,42003170600,3,17,3,4-22,40.42059502,-79.98169914
593196479,Sue Murray Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,415,Cedar Ave,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45161776,-80.00159422
74420810,Robert E. WIlliams Playground,Swing 3 Bays,Playworld,SofSurfaces,t,3500,Milwaukee St,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45450605,-79.95975344
709137145,Robert E. WIlliams Playground,Spring Toy - Fire Truck,,SofSurfaces,f,3500,Milwaukee St,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45438853,-79.95975612
635529346,Robert E. WIlliams Playground,Whirl,Gametime,SofSurfaces,f,775,Adelaide St,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45428215,-79.95968666
914706002,Robert E. WIlliams Playground,Play Area 2 to 5,Playworld,Pour in Place,f,3500,Milwaukee St,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45448376,-79.95965447
1870966773,Robert E. WIlliams Playground,Play Area 5 to 12,Playworld,Pour in Place,f,3500,Milwaukee St,Upper Hill,6,5,42003050600,3,5,2,2-22,40.45437738,-79.95967861
1517415220,Marmaduke Playground,Spring Toy - Squirrel,Playworld,SofSurfaces,f,1900,Marmaduke St,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48436445,-80.04246179
2016470900,Marmaduke Playground,Spring Toy - Turtle,Playworld,SofSurfaces,f,3827,Bonaventure Way,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48434776,-80.04241546
1306665184,Marmaduke Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,1908,Marmaduke St,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48437929,-80.04268125
1992007755,Marmaduke Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,1820,Marmaduke St,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48417911,-80.04243448
93630603,Marmaduke Playground,Swing 3 Bays,Playworld,SofSurfaces,t,,Bonaventure Way,Brighton Heights,1,27,42003270100,1,27,1,1-14,40.48450322,-80.04205076
403974922,Sue Murray Playground,Spring Toy - Seat,Playworld,SofSurfaces,f,413,Cedar Ave,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45169469,-80.00155155
755015874,Tropical Playground,Swing 3 Bays,Park Structures,Pour in Place,t,855,Tropical Ave,Beechview,4,19,42003191600,5,19,6,4-28,40.42210458,-80.02403087
351355361,Tropical Playground,Play Area 2 to 5,Park Structures,Pour in Place,f,855,Tropical Ave,Beechview,4,19,42003191600,5,19,6,4-28,40.42215538,-80.02429105
330479870,Tropical Playground,Play Area 5 to 12,Park Structures,Pour in Place,f,855,Tropical Ave,Beechview,4,19,42003191600,5,19,6,4-28,40.422354,-80.02426666
1055096476,Tropical Playground,Spring Toy - Pony,Park Structures,Pour in Place,f,,Tropical Ave,Beechview,4,19,42003191600,5,19,6,4-28,40.42218695,-80.02435981
315946376,Tropical Playground,Spring Toy - Motorcycle,Park Structures,Pour in Place,f,855,Tropical Ave,Beechview,4,19,42003191600,5,19,6,4-28,40.4222315,-80.02436225
1122053830,Grandview Playground,Swing 2 Bays,Gametime,Pour in Place,f,745,McLain St,Allentown,3,18,42003180300,5,18,3,4-5,40.42487439,-79.99406145
1277997115,Grandview Playground,Swing 1 Bay,Gametime,Pour in Place,t,745,McLain St,Allentown,3,18,42003180300,5,18,3,4-5,40.42478633,-79.99379592
726342458,Grandview Playground,Play Area 2 to 5,Gametime,Pour in Place,f,745,McLain St,Allentown,3,18,42003180300,5,18,3,4-5,40.42469623,-79.99376373
641391917,Grandview Playground,Play Area 5 to 12,Gametime,Pour in Place,f,745,McLain St,Allentown,3,18,42003180300,5,18,3,4-5,40.42468088,-79.99393725
71125023,Enright Playground,Swing 2 Bays,Little Tykes,Tiles,t,201,Amber St,East Liberty,9,8,42003111500,2,8,5,3-23,40.46221984,-79.93006789
590051453,Sue Murray Playground,Ladder Climber,Playworld,SofSurfaces,f,439,Cedar Ave,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45169655,-80.00150278
1571456862,Enright Playground,Swing 2 Bays,Little Tykes,Tiles,f,201,Amber St,East Liberty,9,8,42003111500,2,8,5,3-23,40.46207321,-79.92986672
77237815,Enright Playground,Play Area 2 to 5,Little Tykes,Greenpark Breakfall,f,201,Amber St,East Liberty,9,8,42003111500,2,8,5,3-23,40.46204843,-79.93011049
6656162,Enright Playground,Geo Climber,Little Tykes,Greenpark Breakfall,f,201,Amber St,East Liberty,9,8,42003111500,2,8,5,3-23,40.46201144,-79.93003002
1798909805,Garland Playground,Swing 2 Bays,Playworld,Pour in Place,f,,N St Clair St,East Liberty,9,11,42003111500,2,11,5,3-8,40.4636062,-79.92810251
362704752,Garland Playground,Swing 2 Bays,Playworld,Pour in Place,t,133,N Euclid Ave,East Liberty,9,11,42003111500,2,11,5,3-8,40.46330708,-79.92789061
1631282677,Garland Playground,Play Area 2 to 5,Playworld,Pour in Place,f,133,N Euclid Ave,East Liberty,9,11,42003111500,2,11,5,3-8,40.4634365,-79.9279099
1766022281,Garland Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,N St Clair St,East Liberty,9,11,42003111500,2,11,5,3-8,40.46345368,-79.92819153
1118649743,Highland Park Super Playground,Swing 1 Bay,,Engineered Wood Fiber,f,,Reservoir Dr,Highland Park,7,11,42003980100,2,11,5,3-9,40.48031141,-79.91815835
1863163624,Highland Park Super Playground,Swing 2 Bays,,Engineered Wood Fiber,f,,Reservoir Dr,Highland Park,7,11,42003980100,2,11,5,3-9,40.48034991,-79.91843203
178081393,Highland Park Super Playground,Play Area 2 to 12,,Engineered Wood Fiber,f,,Reservoir Dr,Highland Park,7,11,42003980100,2,11,5,3-9,40.48051257,-79.91827439
1039782373,Alpine Playground,Play Area 2 to 12,Playworld,Pour in Place,f,,Alpine Ave,Central Northside,6,25,42003250300,1,25,1,1-21,40.45770984,-80.01299454
757762215,McBride Playground,Swing 1 Bay,Little Tykes,Pour in Place,t,1785,McBride Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37049701,-79.90755759
283931873,McBride Playground,Play Area 5 to 12,Little Tykes,Pour in Place,f,1785,McBride Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37047,-79.90707479
337767679,McBride Playground,Play Area 2 to 5,Little Tykes,Pour in Place,f,1785,McBride Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37035104,-79.90762235
2099773055,McBride Playground,Swing 2 Bays,Little Tykes,Pour in Place,f,1785,McBride Ave,Lincoln Place,5,31,42003310200,3,31,4,4-20,40.37056239,-79.9071483
789455567,Osceola Playground,Swing 1 Bay,Playworld,Pour in Place,t,5222,Powhattan St,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45677344,-79.94215272
509971321,Osceola Playground,Swing 2 Bays,Playworld,Pour in Place,f,539,Osceola St,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45688847,-79.94224782
1605668414,Osceola Playground,Play Area 2 to 5,Playworld,Pour in Place,f,5222,Powhattan St,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45671407,-79.94218686
471848784,Osceola Playground,Play Area 2 to 12,Playworld,Pour in Place,f,539,Osceola St,Bloomfield,7,8,42003080400,2,8,5,3-1,40.45687643,-79.94249446
2016366335,Osceola Playground,Spring Toy - Dinosaur,Playworld,Pour in Place,f,5222,Powhattan St,Bloomfield,7,8,42003080400,2,8,5,3-1,40.4567476,-79.94210286
494641773,Olympia Playground,Swing 3 Bays,Park Structures,Pour in Place,t,422,Olympia Rd,Mount Washington,2,19,42003190300,5,19,3,4-1,40.4313218,-80.0179714
1511493492,Able Long Playground,Play Area 5 to 12,Little Tykes,Pour in Place,f,211,Coast Ave,Beechview,4,19,42003192000,5,19,6,4-28,40.40836153,-80.02842606
331915417,Alton Playground,Swing 2 Bays,Playworld,SofSurfaces,t,,Andick Way,Beechview,4,19,42003191600,5,19,6,4-28,40.41413279,-80.02170509
99209710,Olympia Playground,Play Area 2 to 5,Park Structures,Pour in Place,f,421,Olympia Rd,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43133379,-80.01781583
2010092264,Olympia Playground,Play Area 5 to 12,Park Structures,Pour in Place,f,418,Olympia Rd,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43148145,-80.01787555
382605193,Olympia Playground,Wall Climber,Park Structures,Pour in Place,f,419,Olympia Rd,Mount Washington,2,19,42003190300,5,19,3,4-1,40.43140677,-80.01778972
679746593,Schenley Bartlett Playground,Swing 3 Bays,Playworld,SofSurfaces,t,,Bartlett Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43345499,-79.93562215
1575510391,Schenley Bartlett Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,,Bartlett Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43353324,-79.93581283
1597813947,Schenley Bartlett Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,,Bartlett Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.4334787,-79.93578199
2058841684,Schenley Bartlett Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,,Bartlett Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43349441,-79.93571055
1336534375,Schenley Bartlett Playground,Climber - Crawl Tube,Playworld,SofSurfaces,f,,Bartlett Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43347644,-79.93575524
1106932108,Mellon Playground,Swing 5 Bays,Little Tykes,Pour in Place,t,6577,5th Ave,Shadyside,8,7,42003070800,2,7,4,2-17,40.45379882,-79.91569944
1426132858,Mellon Playground,Play Area 2 to 12,Little Tykes,Pour in Place,f,6577,5th Ave,Shadyside,8,7,42003070800,2,7,4,3-13,40.45399178,-79.91571894
919996438,Alton Playground,Swing 2 Bays,Playworld,SofSurfaces,f,,Andick Way,Beechview,4,19,42003191600,5,19,6,4-28,40.41416804,-80.02193704
1747969247,Mellon Playground,Play Area 2 to 5,Little Tykes,Pour in Place,f,6559,5th Ave,Shadyside,8,7,42003070800,2,7,4,2-17,40.45377017,-79.91597679
318926819,Mellon Playground,Play Area 2 to 5,Little Tykes,Pour in Place,f,6559,5th Ave,Shadyside,8,7,42003070800,2,7,4,3-13,40.45398463,-79.91603735
1101703588,Brookline Playground,Swing 4 Bays,Little Tykes,Pour in Place,f,,Doric Way,Brookline,4,32,42003320600,5,32,6,4-26,40.39159623,-80.00841402
735226654,Brookline Playground,Play Area 2 to 5,Little Tykes,Pour in Place,f,,Doric Way,Brookline,4,32,42003320600,5,32,6,4-26,40.39143998,-80.00823847
114157007,Brookline Playground,Play Area 5 to 12,Little Tykes,Pour in Place,f,,Doric Way,Brookline,4,32,42003320600,5,32,6,4-26,40.39155821,-80.00818483
1286022354,Brookline Playground,Spring Toy - Bulldozer,Little Tykes,Pour in Place,f,,Doric Way,Brookline,4,32,42003320600,5,32,6,4-26,40.39148144,-80.00831016
1695605953,Crafton Heights Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,Preston St,Westwood,2,28,42003563100,5,28,6,1-18,40.43612098,-80.05663483
1476594438,Crafton Heights Playground,Spring Toy - Motorcycle,Playworld,Pour in Place,f,,Preston St,Westwood,2,28,42003563100,5,28,6,1-18,40.43612469,-80.05657753
773385616,Davis Playground,Swing 3 Bays,Playworld,SofSurfaces,t,5700,Hobart St,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43230251,-79.92456136
535519142,Davis Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,5700,Hobart St,Squirrel Hill South,5,14,42003141300,3,14,4,2-21,40.43241573,-79.92447114
898831062,Alton Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,,Andick Way,Beechview,4,19,42003191600,5,19,6,4-28,40.41417215,-80.02160975
