id,name,equipment_type,manufacturer,safety_surface_type,ada_accessible,street_number,street,neighborhood,council_district,ward,tract,public_works_division,pli_division,police_zone,fire_zone,latitude,longitude
1201742193,Townsend Playground,Play Area 5 to 12,Playworld,Greenpark Breakfall,f,817,Chartiers Ave,Elliott,2,20,42003562600,5,20,6,1-17,40.44310485,-80.04006223
1804500944,Tustin Playground,Swing 2 Bays,Playworld,SofSurfaces,t,,Tustin St,Bluff,6,1,42003010300,3,1,2,2-1,40.43665961,-79.9765898
1353929468,Tustin Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,,Tustin St,Bluff,6,1,42003010300,3,1,2,2-1,40.4367073,-79.97650812
362459775,Vanucci Playground,Play Area 2 to 5,Little Tykes,SofSurfaces,f,1251,Westfield St,Beechview,4,19,42003191600,5,19,6,4-28,40.41480009,-80.01900472
1715217207,Vanucci Playground,Play Area 5 to 12,Little Tykes,SofSurfaces,f,1250,Orangewood Ave,Beechview,4,19,42003191600,5,19,6,4-28,40.41472224,-80.01894303
688467713,Vanucci Playground,Swing 2 Bays,Little Tykes,SofSurfaces,t,1251,Westfield St,Beechview,4,19,42003191600,5,19,6,4-28,40.41470379,-80.01910324
861683517,Vincennes Playground,Swing 2 Bays,Little Tykes,Pour in Place,t,2837,Orbin St,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45119437,-79.96747881
441352688,Banksville Playground,Swing 3 Bays,Little Tykes,SofSurfaces,t,,,Banksville,2,20,42003202300,5,20,6,4-9,40.4147023,-80.03918365
54307827,Vincennes Playground,Play Area 2 to 5,Little Tykes,Pour in Place,f,2837,Orbin St,Middle Hill,6,5,42003050100,3,5,2,2-5,40.45125237,-79.96736884
1856987232,Vincennes Playground,Play Area 5 to 12,Little Tykes,Pour in Place,f,2850,Webster Ave,Middle Hill,6,5,42003050100,3,5,2,2-5,40.4513705,-79.9674654
2058828127,Wabash Playground,Swing 3 Bays,Playworld,Pour in Place,t,49,Wabash St,West End,2,20,42003562600,5,20,6,1-17,40.43979209,-80.03391176
1196616370,Wabash Playground,Play Area 2 to 5,Playworld,Pour in Place,f,51,Wabash St,West End,2,20,42003562600,5,20,6,1-17,40.4396993,-80.03404831
2110913434,Wabash Playground,Play Area 5 to 12,Playworld,Pour in Place,f,47,Wabash St,West End,2,20,42003562600,5,20,6,1-17,40.43963168,-80.03409391
1470815749,Warrington Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,329,E Warrington Ave,Beltzhoover,3,18,42003562400,5,18,3,4-5,40.42125154,-80.0012196
1578503764,Warrington Playground,Swing 2 Bays,Playworld,SofSurfaces,t,329,E Warrington Ave,Beltzhoover,3,18,42003562400,5,18,3,4-5,40.42140561,-80.00122691
1849410074,Westinghouse Playground,Play Area 5 to 12,Little Tykes,SofSurfaces,f,398,N Murtland St,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45293747,-79.90312506
821532909,Westinghouse Playground,Play Area 2 to 5,Little Tykes,SofSurfaces,f,7051,Thomas Blvd,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45272998,-79.90318401
309168150,Westinghouse Playground,Swing 2 Bays,Little Tykes,SofSurfaces,t,398,N Murtland St,Point Breeze North,9,14,42003140500,2,14,4,3-14,40.45290843,-79.90333692
1426950338,Banksville Playground,Play Area 2 to 5,Little Tykes,SofSurfaces,f,,,Banksville,2,20,42003202300,5,20,6,4-9,40.41459126,-80.03930799
37682620,Winters Playground,Swing 2 Bays,Playworld,Tiles,t,,Yard Way,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42289283,-79.98118978
1657620590,Winters Playground,Play Area 5 to 12,Playworld,Tiles,f,1852,Baldauf St,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42298379,-79.9811532
966869118,Winters Playground,Play Area 2 to 5,Playworld,Tiles,f,,Yard Way,South Side Slopes,3,17,42003170600,3,17,3,4-3,40.42293831,-79.98099257
1770277700,Woods Run Playground,Swing 2 Bays,Playworld,Pour in Place,t,,Central Ave,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47632334,-80.02940375
168601576,Woods Run Playground,Play Area 2 to 5,Playworld,Pour in Place,f,,Central Ave,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47628253,-80.02924525
256760608,Woods Run Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,Central Ave,Marshall-Shadeland,1,27,42003271500,1,27,1,1-14,40.47643277,-80.02925744
2052191583,Deer Pit Playground,Spring Toy - Fire Truck,,Tiles,f,944,Brighton Rd,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.4529874,-80.01349211
1555828414,Frazier Playground,Play Area 2 to 5,,,f,3724,Frazier St,South Oakland,3,4,42003040900,3,4,4,2-11,40.42924366,-79.95399937
2034812014,Cowley Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,1300,Truax Way,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45868486,-79.98809929
413458922,Cowley Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,1300,Truax Way,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45880175,-79.98812611
959662449,Banksville Playground,Play Area 5 to 12,Little Tykes,SofSurfaces,f,,,Banksville,2,20,42003202300,5,20,6,4-9,40.41471541,-80.03940895
1505186547,Cowley Playground,Swing 1 Bay,Playworld,SofSurfaces,f,1306,Truax Way,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45895202,-79.98816757
978603567,Larimer Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,541,McDonald St,Larimer,9,12,42003120400,2,12,5,3-12,40.46669796,-79.91352047
1459986839,Larimer Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,541,McDonald St,Larimer,9,12,42003120400,2,12,5,3-12,40.4668037,-79.91353998
305416408,Larimer Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,541,McDonald St,Larimer,9,12,42003120400,2,12,5,3-12,40.46677895,-79.91360586
2094841207,Leolyn Playground,Play Area 2 to 12,Playworld,SofSurfaces,f,,Leolyn St,Carrick,4,29,42003290200,3,29,3,4-12,40.39927392,-79.98607452
2097059472,Leolyn Playground,Swing 3 Bays,Playworld,SofSurfaces,t,1623,Leolyn St,Carrick,4,29,42003290200,3,29,3,4-12,40.39935129,-79.9860477
63279669,Herschel Playground,Swing 3 Bays,Playworld,SofSurfaces,t,851,Herschel St,Elliott,2,20,42003562600,5,20,6,1-17,40.4403499,-80.04345842
1791862528,Herschel Playground,Play Area 2 to 12,Playworld,SofSurfaces,f,839,Herschel St,Elliott,2,20,42003562600,5,20,6,1-17,40.44025262,-80.04334054
404431525,Joseph Kukuruda Playground,Play Area 2 to 12,Playworld,SofSurfaces,f,9,Elmont St,Crafton Heights,2,28,42003281500,5,28,6,1-18,40.4394304,-80.05609507
498918949,Eileen McCoy Playground,Swing 3 Bays,Playworld,SofSurfaces,t,,Crooked Way,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43807831,-80.02431482
1397126148,Banksville Playground,Whirl,Gametime,SofSurfaces,f,,,Banksville,2,20,42003202300,5,20,6,4-9,40.41478038,-80.03942114
212590140,Eileen McCoy Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,239,Shaler St,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43815715,-80.0245921
388834370,Eileen McCoy Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,239,Shaler St,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43823855,-80.02446603
786184377,Banksville Playground,Spring Toy - Turtle,Little Tykes,SofSurfaces,f,,,Banksville,2,20,42003202300,5,20,6,4-9,40.41457183,-80.03936242
87059691,Able Long Playground,Spring Toy - Turtle,Little Tykes,,f,211,Coast Ave,Beechview,4,19,42003192000,5,19,6,4-28,40.40840184,-80.02850781
1717619694,Banksville Playground,Spring Toy - Bunny,Little Tykes,SofSurfaces,f,,,Banksville,2,20,42003202300,5,20,6,4-9,40.41461144,-80.03938213
155164086,Baxter Playground,Swing 3 Bays,Playworld,SofSurfaces,t,908,N Braddock Ave,Homewood North,9,13,42003130200,2,13,5,3-17,40.45609623,-79.8896444
1143857646,Baxter Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,7601,Frankstown Ave,Homewood North,9,13,42003130200,2,13,5,3-17,40.45606775,-79.88954134
25672402,Baxter Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,912,N Braddock Ave,Homewood North,9,13,42003130200,2,13,5,3-17,40.4562801,-79.88956369
359702205,Lookout Street Playground,Swing 2 Bays,Gametime,SofSurfaces,t,,Lookout St,Troy Hill,1,24,42003240600,1,24,1,1-2,40.46923812,-79.97707524
2076331946,Lookout Street Playground,Play Area 2 to 12,Gametime,SofSurfaces,f,,Lookout St,Troy Hill,1,24,42003240600,1,24,1,1-2,40.46933125,-79.97710347
1639055373,Lookout Street Playground,Spinner,Gametime,SofSurfaces,f,,Lookout St,Troy Hill,1,24,42003240600,1,24,1,1-2,40.46942678,-79.97708274
1522739185,Schenley Anderson Playground,Swing 4 Bays,Big Toys,Pour in Place,t,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43552747,-79.94742125
472202524,Schenley Anderson Playground,Play Area 2 to 12,Big Toys,SofSurfaces,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43571919,-79.94715035
853647845,Schenley Anderson Playground,Play Area 2 to 5,Big Toys,SofSurfaces,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43569061,-79.94714499
1528925530,Albert Graham Playground,Swing 2 Bays,Playworld,Pour in Place,t,,Foreside Pl,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44040909,-79.98407301
625612054,Schenley Anderson Playground,Spinner,Big Toys,Pour in Place,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43553546,-79.94769752
1361158803,Schenley Anderson Playground,Climber - Overhead,Playworld,Pour in Place,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43574295,-79.94748026
1632240503,Schenley Anderson Playground,Slide,Big Toys,Pour in Place,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43578871,-79.94705374
1454081291,Schenley Anderson Playground,Slide,Big Toys,Pour in Place,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43562384,-79.94713674
401293670,Frick Beechwood Playground,Swing 3 Bays,Playworld,SofSurfaces,f,6513,English Ln,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.42999311,-79.91497164
1202587952,Frick Beechwood Playground,Swing 2 Bays,Playworld,SofSurfaces,t,2515,Beechwood Blvd,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.4300101,-79.91515805
1177913737,Frick Beechwood Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,,,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43007681,-79.91513835
1874626845,Frick Beechwood Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,6519,English Ln,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43008703,-79.91475268
1984839926,Frick Beechwood Playground,Geo Climber,,Pour in Place,f,6515,English Ln,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.42991961,-79.91491995
458111524,Frick Beechwood Playground,Slide,,Pour in Place,f,6517,English Ln,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.4299816,-79.91483071
1744087688,Albert Graham Playground,Play Area 2 to 5,Playworld,Pour in Place,f,,Foreside Pl,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44053777,-79.98410253
759278149,McKnight Playground,Swing 2 Bays,Little Tykes,SofSurfaces,t,1235,Faulsey Way,Manchester,6,21,42003210700,1,21,1,1-8,40.45210409,-80.02275695
221622993,McKnight Playground,Play Area 2 to 5,Iron Mountain Forge,SofSurfaces,f,1239,Faulsey Way,Manchester,6,21,42003210700,1,21,1,1-8,40.45199705,-80.02283028
793861937,McKnight Playground,Play Area 5 to 12,Iron Mountain Forge,SofSurfaces,f,1230,Page St,Manchester,6,21,42003210700,1,21,1,1-8,40.45201131,-80.02259357
98453938,McKnight Playground,Balance Beam,Little Tykes,SofSurfaces,f,1222,Page St,Manchester,6,21,42003210700,1,21,1,1-8,40.45205561,-80.02243329
1442531583,Swisshelm Playground,Swing 3 Bays,Playworld,Pour in Place,t,1276,Commercial St,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42110554,-79.90174092
492146724,Swisshelm Playground,Play Area 2 to 5,Playworld,Pour in Place,f,1265,Onondago St,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42102364,-79.90183285
452508776,Swisshelm Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,Nightengale Way,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42090242,-79.90171632
271414203,Swisshelm Playground,Whirl,Gametime,SofSurfaces,f,,Nightengale Way,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.4207868,-79.90193492
1028701765,Swisshelm Playground,Balance Beam,Playworld,SofSurfaces,f,,Nightengale Way,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42098601,-79.9015969
677341323,Swisshelm Playground,Stepping Pod - 6,,,f,,Nightengale Way,Swisshelm Park,5,14,42003141100,3,14,4,2-19,40.42098796,-79.90159428
1312744601,Albert Graham Playground,Play Area 5 to 12,Playworld,Pour in Place,f,,Foreside Pl,Crawford-Roberts,6,3,42003030500,3,3,2,2-1,40.44063111,-79.98417473
807166944,Bon Air Playground,Swing 3 Bays,Playworld,SofSurfaces,t,356,Calle St,Bon Air,4,18,42003562400,5,18,3,4-7,40.40755462,-80.00005235
1258824186,Bon Air Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,320,Calle St,Bon Air,4,18,42003562400,5,18,3,4-7,40.40756428,-80.0001511
581161980,Bon Air Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,320,Calle St,Bon Air,4,18,42003562400,5,18,3,4-7,40.4075993,-80.00024937
989980011,Forbes and Braddock Playground,Swing 3 Bays,Miracle,SofSurfaces,f,7282,Forbes Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43913724,-79.89851824
1424137185,Forbes and Braddock Playground,Swing 3 Bays,Miracle,SofSurfaces,t,646,S Braddock Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43888438,-79.89804626
1021549856,Forbes and Braddock Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,7288,Forbes Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43921889,-79.89816127
1620912910,Forbes and Braddock Playground,Whirl,Gametime,SofSurfaces,f,7286,Forbes Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43932683,-79.89828148
562444175,Forbes and Braddock Playground,Balance Beam - Sidewalk,Playworld,SofSurfaces,f,646,S Braddock Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43882776,-79.89823649
109376160,Forbes and Braddock Playground,Spinner - Spin Cup,Playworld,SofSurfaces,f,620,S Braddock Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43917892,-79.8980196
771106673,Forbes and Braddock Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,646,S Braddock Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43880286,-79.89830391
884958247,Deer Pit Playground,Swing 2 Bays,Playworld,Tiles,t,954,Brighton Rd,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45303386,-80.01367035
2126251147,Forbes and Braddock Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,646,S Braddock Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43885977,-79.89818053
263721064,Eric Guy Kelly Playground,Swing 2 Bays,Playworld,SofSurfaces,t,,Escolta St,Fairywood,2,28,42003563000,5,28,6,1-16,40.44863018,-80.08007366
304541260,Eric Guy Kelly Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,,Escolta St,Fairywood,2,28,42003563000,5,28,6,1-16,40.44872463,-80.08021145
1697389627,Eric Guy Kelly Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,,Escolta St,Fairywood,2,28,42003563000,5,28,6,1-16,40.44868856,-80.08030849
71071854,Eric Guy Kelly Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,,Escolta St,Fairywood,2,28,42003563000,5,28,6,1-16,40.44865189,-80.08024534
1300672840,Riverview Playground,Swing 2 Bays,Playworld,SofSurfaces,f,,Riverview Ave,Perry North,1,26,42003980400,1,26,1,1-15,40.48124636,-80.01776251
139686053,Riverview Playground,Swing 2 Bays,Playworld,SofSurfaces,t,,Riverview Ave,Perry North,1,26,42003980400,1,26,1,1-15,40.48158069,-80.01802358
1510208793,Riverview Playground,Play Area 2 to 5,Playworld,SofSurfaces,f,,Riverview Ave,Perry North,1,26,42003980400,1,26,1,1-15,40.48155168,-80.01794043
1488069760,Riverview Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,,Riverview Ave,Perry North,1,26,42003980400,1,26,1,1-15,40.48105976,-80.01781437
1124510617,Riverview Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,,Riverview Ave,Perry North,1,26,42003980400,1,26,1,1-15,40.48105542,-80.01780364
606673652,Deer Pit Playground,Play Area 5 to 12,Playworld,Tiles,f,950,Brighton Rd,Allegheny Center,1,22,42003562700,1,22,1,1-7,40.45302644,-80.01354843
1726071444,Riverview Playground,Balance Beam - Sidewalk,Playworld,SofSurfaces,f,,Riverview Ave,Perry North,1,26,42003980400,1,26,1,1-15,40.48140243,-80.01790056
362102673,Fort Pitt Playground,Play Area 5 to 12,Big Toys,Engineered Wood Fiber,f,4998,Breesport St,Garfield,9,10,42003101600,2,10,5,3-4,40.46993071,-79.94176386
204090106,Fort Pitt Playground,Spring Toy - Stand Up,Big Toys,Engineered Wood Fiber,f,4998,Breesport St,Garfield,9,10,42003101600,2,10,5,3-4,40.46988285,-79.94179475
1488072973,Fort Pitt Playground,Spring Toy - Whale,Big Toys,Engineered Wood Fiber,f,4998,Breesport St,Garfield,9,10,42003101600,2,10,5,3-4,40.46999411,-79.94167011
1443212185,Fort Pitt Playground,Climber - Wood,Big Toys,Engineered Wood Fiber,f,4998,Breesport St,Garfield,9,10,42003101600,2,10,5,3-4,40.46985818,-79.94185165
63313797,Fort Pitt Playground,Climber - Uneven Bars,Big Toys,Engineered Wood Fiber,f,4998,Breesport St,Garfield,9,10,42003101600,2,10,5,3-4,40.46981228,-79.94194704
1634871392,Fort Pitt Playground,Climber - Loop,Big Toys,Engineered Wood Fiber,f,4998,Breesport St,Garfield,9,10,42003101600,2,10,5,3-4,40.46990827,-79.94188813
1907171006,Schenley Oval Playground,Swing 3 Bays,Little Tykes,SofSurfaces,t,,Overlook Dr,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43110606,-79.94509864
1040595934,Schenley Oval Playground,Slide,Little Tykes,SofSurfaces,f,,Overlook Dr,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43116731,-79.94497916
332724058,Vietnam Veteran's Playground,Swing 3 Bays,Little Tykes,SofSurfaces,t,110,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43427297,-79.94422101
2024668652,Cowley Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,1300,Truax Way,Troy Hill,1,24,42003240600,1,24,1,1-2,40.45884008,-79.98816607
1486361964,Leolyn Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,1623,Leolyn St,Carrick,4,29,42003290200,3,29,3,4-12,40.39931202,-79.98597937
597666093,Leolyn Playground,Wall Climber,Playworld,SofSurfaces,f,1623,Leolyn St,Carrick,4,29,42003290200,3,29,3,4-12,40.39934062,-79.98596462
1110805194,Schenley Anderson Playground,Play Area 5 to 12,,,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43570946,-79.94740267
816777026,Schenley Anderson Playground,Whirl,,,f,,Panther Hollow Rd,Squirrel Hill South,5,14,42003980500,3,14,4,2-8,40.43562247,-79.94752293
56170095,Frick Beechwood Playground,Play Area 2 to 12,,,f,6519,English Ln,Squirrel Hill South,5,14,42003980300,3,14,4,2-21,40.43004412,-79.91457308
161707294,Forbes and Braddock Playground,Play Area 5 to 12,,,f,628,S Braddock Ave,Regent Square,5,14,42003141000,3,14,4,2-16,40.43892502,-79.89829215
741783836,Mellon Playground,Whirl,Little Tykes,Pour in Place,f,6555,5th Ave,Shadyside,8,7,42003070800,2,7,4,2-17,40.45374249,-79.91604125
32098198,Magee Playground,Play Area 5 to 12,Playworld,Greenpark Breakfall,f,745,Greenfield Ave,Greenfield,5,15,42003151700,3,15,4,2-12,40.42447903,-79.93730891
1503875538,Magee Playground,Geo Climber,Playworld,Greenpark Breakfall,f,745,Greenfield Ave,Greenfield,5,15,42003151700,3,15,4,2-15,40.42455488,-79.93726809
87237764,Eileen McCoy Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,1580,Greenleaf St,Duquesne Heights,2,19,42003191100,5,19,3,4-1,40.43808151,-80.02460802
1504366176,Lewis Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,,Chatsworth Ave,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41282407,-79.94473209
998626289,Lewis Playground,Swing 4 Bays,Playworld,SofSurfaces,f,,Chatsworth Ave,Hazelwood,5,15,42003562900,3,15,4,2-13,40.41286936,-79.94460577
253354246,Fineview Playground,Swing 2 Bays,,SofSurfaces,t,20,Edenvale St,Fineview,1,25,42003250900,1,25,1,1-10,40.46177164,-80.00358261
356949123,Fineview Playground,Play Area 5 to 12,,SofSurfaces,f,20,Edenvale St,Fineview,1,25,42003250900,1,25,1,1-10,40.4619247,-80.00359602
1899756286,Fineview Playground,,,SofSurfaces,f,20,Edenvale St,Fineview,1,25,42003250900,1,25,1,1-10,40.46190225,-80.0035517
976456604,Fineview Playground,Play Area 2 to 12,,SofSurfaces,f,20,Edenvale St,Fineview,1,25,42003250900,1,25,1,1-10,40.46171859,-80.00366704
810174215,Sue Murray Playground,Geo Climber,Playworld,SofSurfaces,f,437,Cedar Ave,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45167428,-80.00158373
1920454213,Sue Murray Playground,Spinner,Playworld,SofSurfaces,f,415,Cedar Ave,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45164775,-80.00164006
1263456194,Sue Murray Playground,Spinner - Cozy Cocoon,Playworld,SofSurfaces,f,415,Cedar Ave,Allegheny Center,1,22,42003562700,1,22,1,1-6,40.45157631,-80.00161592
1664348753,Duncan Park Playground,Slide,,,f,,Poe Way,Upper Lawrenceville,7,10,42003101100,2,10,2,3-5,40.48024695,-79.94846059
1562753028,McKinley Upper Playground,Slide,,,f,260,Michigan St,Beltzhoover,4,18,42003562400,5,18,3,4-16,40.41572597,-80.00295067
1304176946,McKinley Bausman Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,623,Bausman St,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.41290503,-79.99802882
805904424,McKinley Bausman Playground,Geo Climber,Playworld,SofSurfaces,f,623,Bausman St,Beltzhoover,4,18,42003562400,5,18,3,4-7,40.41292713,-79.9980006
2017890070,Townsend Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,817,Chartiers Ave,Elliott,2,20,42003562600,5,20,6,1-17,40.44304435,-80.04006335
1687733904,Townsend Playground,Geo Climber,Playworld,SofSurfaces,f,817,Chartiers Ave,Elliott,2,20,42003562600,5,20,6,1-17,40.4429776,-80.04007295
1390428459,Townsend Playground,Swing 2 Bays,Playworld,SofSurfaces,t,817,Chartiers Ave,Elliott,2,20,42003562600,5,20,6,1-17,40.4429904,-80.04019867
1326701816,Townsend Playground,Play Area 5 to 12,Playworld,SofSurfaces,f,817,Chartiers Ave,Elliott,2,20,42003562600,5,20,6,1-17,40.44297485,-80.04026685
1356539327,Baxter Playground,Geo Climber,Playworld,SofSurfaces,f,7614,Forest Way,Homewood North,9,13,42003130200,2,13,5,3-17,40.45607203,-79.88945625
